Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Price
MINI,2016,White,Black,Front-wheel Drive,Gasoline,1.5,I3,12.0,At least 1 accident or damage reported,No,Yes,27.0,38.0,32.5,69305.0,17995.0
Mercedes-Benz,2012,Silver/Gray,Black,Rear-wheel Drive,Diesel,3.0,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,82511.0,39995.0
Honda,2017,Black,Other,Front-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,No,32.0,42.0,37.0,25023.0,22852.0
Toyota,2022,Other,Black,Four-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5122.0,82452.0
BMW,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.0,25.0,22.5,34290.0,59998.0
Mazda,2020,Blue,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,24008.0,28424.0
Nissan,2017,White,Other,Rear-wheel Drive,Gasoline,5.6,V8,32.0,At least 1 accident or damage reported,Yes,No,14.0,19.0,16.5,74357.0,24995.0
INFINITI,2017,Blue,Black,All-wheel Drive,Gasoline,3.7,V6,24.0,None reported,Yes,No,18.0,24.0,21.0,46966.0,27995.0
Lexus,2016,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,21.0,31.0,26.0,107145.0,21998.0
Lexus,2010,Red,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,18.0,25.0,21.5,26677.0,29977.0
Lexus,2018,Silver/Gray,Other,Rear-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,19.0,30.0,24.5,38530.0,50857.0
Lexus,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,34385.0,48000.0
Lexus,2009,Other,Black,Rear-wheel Drive,Gasoline,4.3,V8,32.0,At least 1 accident or damage reported,Yes,No,16.0,23.0,19.5,91396.0,17001.0
Lexus,2013,Other,Other,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,Yes,12.0,17.0,14.5,88904.0,37869.0
Lexus,2017,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,32.0,27.0,43646.0,28995.0
Lexus,2020,Other,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,24832.0,45988.0
Lexus,2020,White,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,No,Yes,15.0,19.0,17.0,20217.0,46784.0
Lincoln,2010,Silver/Gray,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,15.0,22.0,18.5,169085.0,8997.0
Audi,2018,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,21.0,30.0,25.5,83734.0,35995.0
Mercedes-Benz,2006,Black,Black,Rear-wheel Drive,Gasoline,5.4,V8,24.0,None reported,No,No,13.0,17.0,15.0,9945.0,399999.0
Lexus,2020,White,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,28451.0,46928.0
Lincoln,2021,Other,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,25.0,22.5,32954.0,39995.0
Lexus,2018,White,Brown,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,19.0,26.0,22.5,45843.0,40000.0
Volkswagen,2020,Black,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,23.0,20.0,34668.0,31997.0
BMW,2023,White,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2818.0,48995.0
Volkswagen,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,29.0,26.0,24781.0,28995.0
Lincoln,2020,Silver/Gray,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,50841.0,62500.0
Lincoln,2006,Silver/Gray,Other,Four-wheel Drive,Gasoline,5.4,V8,24.0,None reported,Yes,No,14.0,18.0,16.0,118086.0,13499.0
Hyundai,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1171.0,41980.0
Toyota,2022,Black,Brown,Four-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5402.0,69493.0
BMW,2023,Blue,Other,All-wheel Drive,Gasoline,4.4,V8,32.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4725.0,79888.0
Toyota,2020,White,Black,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,No,13.0,17.0,15.0,21949.0,65000.0
Mazda,2023,Silver/Gray,Other,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1500.0,35000.0
Volvo,2022,Black,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,26.0,35.0,30.5,9900.0,36999.0
Mazda,2020,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,22.0,27.0,24.5,32651.0,29952.0
Toyota,2023,Black,Other,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1339.0,43987.0
GMC,2018,Black,Black,Four-wheel Drive,Diesel,6.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,81311.0,54500.0
Maserati,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,14.0,20.0,17.0,41796.0,34000.0
BMW,2017,Blue,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,Yes,20.0,29.0,24.5,33334.0,35987.0
Chevrolet,2022,White,Black,Four-wheel Drive,Diesel,3.0,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,18155.0,46844.0
Maserati,2019,Other,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,15.0,21.0,18.0,28976.0,46997.0
Alfa Romeo,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,No,23.0,31.0,27.0,26541.0,32992.0
Alfa Romeo,2020,Other,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,28.0,25.0,23326.0,33000.0
Maserati,2017,Other,Other,Rear-wheel Drive,Gasoline,4.7,V8,32.0,None reported,Yes,Yes,13.0,21.0,17.0,25571.0,47995.0
Buick,2016,Metallic,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,21.0,30.0,25.5,92130.0,17858.0
Ford,2019,Red,Red,Rear-wheel Drive,Gasoline,5.2,V8,32.0,None reported,No,Yes,14.0,21.0,17.5,33333.0,56665.0
Jeep,2022,Metallic,Black,Rear-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,Yes,16.0,22.0,19.0,14083.0,63995.0
Hyundai,2014,Silver/Gray,Silver/Gray,Front-wheel Drive,Gasoline,3.3,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,68894.0,17900.0
Rolls-Royce,2022,White,Black,All-wheel Drive,Gasoline,6.7,V12,48.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7370.0,409999.0
Honda,2022,White,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,44010.0,36990.0
Lexus,2008,Silver/Gray,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,16.0,23.0,19.5,81708.0,31995.0
Lexus,2021,Silver/Gray,Red,Four-wheel Drive,Gasoline,4.6,V8,32.0,At least 1 accident or damage reported,Yes,Yes,15.0,19.0,17.0,25387.0,54500.0
Lexus,2019,Silver/Gray,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,19.0,30.0,24.5,22396.0,49498.0
Jaguar,2017,White,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,63888.0,29998.0
Hyundai,2017,White,Silver/Gray,All-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,24.0,28.0,26.0,49739.0,19975.0
Volkswagen,2016,Blue,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,31.0,26.5,47433.0,29994.0
BMW,2014,Silver/Gray,Black,Rear-wheel Drive,Diesel,3.0,I6,24.0,None reported,No,No,26.0,38.0,32.0,102760.0,17800.0
BMW,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,15.0,21.0,18.0,15226.0,129999.0
BMW,2023,Silver/Gray,Silver/Gray,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,3836.0,115317.0
Mercedes-Benz,2016,Black,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,28.0,25.0,77968.0,25771.0
Alfa Romeo,2017,Black,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,24.0,33.0,28.5,48647.0,25695.0
BMW,2022,White,Black,Rear-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7070.0,42900.0
INFINITI,2022,Blue,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,30079.0,35500.0
Volkswagen,2021,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,24.0,32.0,28.0,17536.0,26999.0
Mercedes-Benz,2017,Other,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,18.0,23.0,20.5,79184.0,25697.0
Toyota,2021,Black,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,44.0,47.0,45.5,21693.0,30600.0
Lexus,2021,White,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,22.0,31.0,26.5,23222.0,43498.0
Honda,2022,White,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,7158.0,45998.0
Buick,2022,Metallic,Other,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,25209.0,46000.0
Lincoln,2022,Blue,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,16171.0,39999.0
Acura,2021,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,27.0,24.0,26742.0,39792.0
Audi,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4929.0,64110.0
Kia,2019,White,Silver/Gray,All-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,No,No,21.0,25.0,23.0,48148.0,23876.0
Cadillac,2016,Black,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,17.0,23.0,20.0,37600.0,44998.0
Jaguar,2013,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,19.0,30.0,24.5,95346.0,13563.0
Land Rover,2015,Black,Black,Four-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,14.0,19.0,16.5,57737.0,39250.0
Mercedes-Benz,2020,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,30084.0,84998.0
Mercedes-Benz,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1112.0,59995.0
Audi,2021,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,18.0,23.0,20.5,31949.0,58599.0
Audi,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,At least 1 accident or damage reported,Yes,Yes,15.0,21.0,18.0,33769.0,68998.0
Audi,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,21.0,30.0,25.5,44971.0,40918.0
Audi,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,32.0,28.0,27797.0,31771.0
Audi,2017,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,19.0,25.0,22.0,55584.0,29999.0
Audi,2019,Blue,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,27.0,23.0,32169.0,52999.0
Audi,2017,Black,Silver/Gray,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,21.0,29.0,25.0,59985.0,35900.0
Audi,2016,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,33.0,28.5,37279.0,24628.0
Honda,2021,White,Silver/Gray,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,24.0,21.5,16742.0,38299.0
Audi,2021,Black,Black,All-wheel Drive,Hybrid,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,10683.0,67985.0
Audi,2013,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,28.0,23.0,56717.0,21995.0
BMW,2019,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,Yes,Yes,21.0,30.0,25.5,44886.0,32865.0
BMW,2016,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,No,Yes,20.0,30.0,25.0,73235.0,24900.0
Acura,2020,Other,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,28.0,25.0,21440.0,33395.0
BMW,2022,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,22.0,29.0,25.5,10061.0,57544.0
BMW,2014,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,33.0,27.5,74611.0,15999.0
BMW,2017,Black,Other,Rear-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,34919.0,20710.0
BMW,2019,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,Yes,Yes,20.0,29.0,24.5,39514.0,30999.0
BMW,2019,White,White,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,25.0,32.0,28.5,13320.0,43988.0
Audi,2017,Black,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,22.0,31.0,26.5,45854.0,22498.0
BMW,2018,Black,Brown,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,21.0,32.0,26.5,44950.0,36888.0
Mercedes-Benz,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,Yes,19.0,25.0,22.0,20752.0,47254.0
Mercedes-Benz,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,20.0,28.0,24.0,41536.0,38597.0
Toyota,2018,White,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,27.0,23.0,66516.0,29998.0
Jeep,2023,White,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7698.0,52000.0
Ford,2013,Blue,Other,Front-wheel Drive,Hybrid,2.0,I4,16.0,None reported,No,No,42.0,37.0,39.5,19454.0,15433.0
RAM,2019,White,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,61542.0,45000.0
Ford,2016,Silver/Gray,Black,All-wheel Drive,Gasoline,2.3,I4,16.0,None reported,No,Yes,19.0,25.0,22.0,34834.0,34983.0
Mercedes-Benz,2019,Black,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,23.0,30.0,26.5,39560.0,48990.0
Ford,2022,Other,Black,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,No,16.0,17.0,16.5,186.0,54689.0
Audi,2015,White,Black,All-wheel Drive,E85 Flex Fuel,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,22.0,31.0,26.5,97279.0,15259.0
Genesis,2021,Black,Black,Rear-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,23.0,32.0,27.5,32951.0,37608.0
INFINITI,2023,Silver/Gray,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2695.0,54298.0
Honda,2016,Other,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,19.0,28.0,23.5,84690.0,19999.0
Toyota,2008,Other,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,No,Yes,16.0,20.0,18.0,122243.0,16500.0
Volvo,2021,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,30.0,26.0,17804.0,37995.0
Mercedes-Benz,2021,White,Black,Rear-wheel Drive,Diesel,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,22581.0,57995.0
INFINITI,2020,Other,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,13.0,19.0,16.0,65782.0,37500.0
Nissan,2018,Silver/Gray,Black,Four-wheel Drive,Diesel,5.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,59020.0,39882.0
Audi,2020,Green,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,26.0,23.0,51243.0,52545.0
Lotus,2005,Other,Black,Rear-wheel Drive,Gasoline,1.8,I4,16.0,None reported,No,Yes,23.0,27.0,25.0,11039.0,55950.0
BMW,2020,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,24.0,31.0,27.5,25688.0,31785.0
Mazda,2020,Silver/Gray,Red,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,4540.0,32999.0
RAM,2022,White,Black,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,15729.0,57500.0
BMW,2019,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,39601.0,43839.0
Nissan,2011,Black,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,17.0,22.0,19.5,142820.0,10999.0
Lotus,2014,White,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,17.0,26.0,21.5,27028.0,52995.0
BMW,2019,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,33.0,28.0,21517.0,31891.0
Audi,2022,Silver/Gray,Red,All-wheel Drive,Gasoline,2.9,V6,24.0,None reported,Yes,Yes,18.0,28.0,23.0,8280.0,70950.0
Chevrolet,2011,White,Other,Rear-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,118252.0,25990.0
Mercedes-Benz,2021,Red,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,3877.0,179999.0
Audi,2020,White,Silver/Gray,All-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,23161.0,38995.0
Mercedes-Benz,2019,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,No,15.0,23.0,19.0,21415.0,83990.0
Ford,2022,Blue,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,16.0,22.0,19.0,15440.0,59980.0
Toyota,2022,Other,Black,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,43.0,43.0,43.0,12158.0,44257.0
Audi,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,No,20.0,28.0,24.0,12186.0,58547.0
INFINITI,2022,Other,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,10545.0,39000.0
GMC,2015,Metallic,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,At least 1 accident or damage reported,No,Yes,16.0,22.0,19.0,120213.0,24730.0
Ford,2015,White,Other,Rear-wheel Drive,E85 Flex Fuel,3.7,V6,24.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,63513.0,32331.0
Maserati,2019,White,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,16.0,23.0,19.5,36678.0,59895.0
Ford,2021,Black,Black,Rear-wheel Drive,Gasoline,5.2,V8,32.0,None reported,Yes,Yes,12.0,18.0,15.0,1751.0,91690.0
BMW,2022,Silver/Gray,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,32.0,27.5,16927.0,43998.0
GMC,2021,Metallic,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,14.0,19.0,16.5,36360.0,70500.0
Mazda,2020,Silver/Gray,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,26.0,34.0,30.0,35140.0,27999.0
BMW,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5268.0,63987.0
Kia,2016,Red,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,24.0,35.0,29.5,89658.0,12644.0
Cadillac,2018,Black,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,Yes,14.0,21.0,17.5,25705.0,75888.0
Chevrolet,2017,Black,Other,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,22.0,18.5,82506.0,37499.0
Lexus,2020,Silver/Gray,Red,All-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,41.0,38.0,39.5,27784.0,35500.0
GMC,2022,Blue,Black,Rear-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,20.0,17.5,22295.0,58857.0
INFINITI,2019,White,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,51534.0,26866.0
Mazda,2013,Black,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,21.0,28.0,24.5,60225.0,16957.0
McLaren,2019,White,Black,Rear-wheel Drive,Gasoline,3.8,V8,32.0,None reported,No,Yes,15.0,22.0,18.5,8525.0,209995.0
Chevrolet,2015,White,Other,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,Yes,15.0,22.0,18.5,121600.0,25000.0
Audi,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I5,20.0,None reported,No,Yes,19.0,28.0,23.5,58326.0,44000.0
Chevrolet,2020,Silver/Gray,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,16.0,22.0,19.0,42864.0,47035.0
Buick,2022,White,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,24.0,31.0,27.5,10233.0,39938.0
Mercedes-Benz,2020,Blue,Black,Rear-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,No,16.0,22.0,19.0,19034.0,105000.0
GMC,2017,Metallic,Other,Rear-wheel Drive,Gasoline,6.0,V8,16.0,None reported,Yes,Yes,11.0,17.0,14.0,86099.0,42950.0
BMW,2021,Silver/Gray,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,26567.0,45390.0
Kia,2019,Silver/Gray,Silver/Gray,Front-wheel Drive,Gasoline,3.3,V6,24.0,At least 1 accident or damage reported,No,No,18.0,24.0,21.0,76090.0,21980.0
Chevrolet,2017,Silver/Gray,Silver/Gray,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,15.0,22.0,18.5,27003.0,69998.0
Buick,2015,Gold,Brown,All-wheel Drive,E85 Flex Fuel,3.6,V6,24.0,None reported,Yes,No,17.0,26.0,21.5,82043.0,17998.0
Hyundai,2022,Blue,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,27.0,23.5,3878.0,32795.0
Nissan,2022,Black,Brown,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,No,No,13.0,18.0,15.5,19250.0,56541.0
Chevrolet,2013,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,21.0,18.0,151062.0,19000.0
Mercedes-Benz,2018,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,No,20.0,27.0,23.5,54261.0,39998.0
Hyundai,2022,Black,Silver/Gray,Front-wheel Drive,Hybrid,1.6,I4,16.0,None reported,No,Yes,58.0,60.0,59.0,25283.0,25992.0
Mazda,2019,Red,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,26.0,35.0,30.5,18815.0,23587.0
Chevrolet,2020,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,At least 1 accident or damage reported,Yes,No,14.0,21.0,17.5,53370.0,42999.0
Volkswagen,2019,Black,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,17.0,24.0,20.5,73074.0,24331.0
Scion,2016,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.8,I4,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,80645.0,14748.0
Kia,2017,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.3,V6,24.0,None reported,Yes,No,20.0,28.0,24.0,46515.0,24998.0
BMW,2018,Blue,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,Yes,Yes,21.0,32.0,26.5,57129.0,34488.0
GMC,2013,Metallic,Black,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,None reported,No,No,15.0,21.0,18.0,133652.0,13900.0
Ford,2011,Black,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,17.0,23.0,20.0,133065.0,12995.0
