Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Usage Intensity,Ownership History,Engine Power,Fuel Efficiency,Origin,Gallons Per Year,Price
Cadillac,2022,Black,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,26840.0,13420.0,Good,99.2,3.857445611363794,American,561.1268043950454,105000.0
Toyota,2021,Blue,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,No,44.0,47.0,45.5,33091.0,11030.333333333334,Good,40.0,18.2,Asian,242.4249084249084,31955.0
Ford,2021,Other,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,23.0,20.0,14494.0,4831.333333333333,Good,84.0,5.714285714285714,American,241.5666666666667,55500.0
Ford,2022,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,16.0,22.0,19.0,16480.0,8240.0,Good,84.0,5.428571428571429,American,433.6842105263158,65990.0
Ford,2016,Black,Silver/Gray,Four-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,15.0,20.0,17.5,129692.0,16211.5,Bad,84.0,5.0,American,926.3714285714286,23000.0
Lexus,2021,Other,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,22.0,28.0,25.0,48733.0,16244.333333333334,Potential Risk,32.0,12.5,Asian,649.7733333333333,34581.0
Dodge,2010,Black,Silver/Gray,Front-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,No,Yes,23.0,29.0,26.0,136276.0,9734.0,Bad,38.4,10.833333333333334,American,374.38461538461536,4997.0
Ford,2016,Red,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,27.0,22.5,46250.0,5781.25,Good,84.0,6.428571428571429,American,256.94444444444446,20890.0
Kia,2020,Black,Other,Front-wheel Drive,Hybrid,1.6,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,38151.0,9537.75,Potential Risk,25.6,14.947601744034701,Asian,398.7993426690644,25988.0
Nissan,2013,White,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,No,Yes,27.0,38.0,32.5,96154.0,8741.272727272728,Bad,40.0,13.0,Asian,268.96223776223775,12000.0
Hyundai,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,No,No,28.0,38.0,33.0,85001.0,17000.2,Potential Risk,25.6,20.625,Asian,515.1575757575758,15308.0
Audi,2016,White,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,17.0,27.0,22.0,77203.0,9650.375,Potential Risk,128.0,5.5,European,438.65340909090907,34661.0
BMW,2021,Silver/Gray,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,25.0,33.0,29.0,41719.0,13906.333333333334,Good,32.0,14.5,European,479.5287356321839,34980.0
Land Rover,2007,White,Brown,Four-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,14.0,20.0,17.0,159946.0,9408.588235294117,Potential Risk,140.8,3.8636363636363633,British,553.4463667820069,7799.0
Honda,2020,Other,Silver/Gray,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,24.0,21.5,35765.0,8941.25,Potential Risk,84.0,6.142857142857143,Asian,415.8720930232558,35900.0
Honda,2011,Metallic,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,20.0,25.0,22.5,97702.0,7515.538461538462,Good,38.4,9.375,Asian,334.0239316239316,16999.0
Kia,2018,Other,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,23.0,32.0,27.5,37419.0,6236.5,Good,38.4,11.458333333333334,Asian,226.78181818181818,19345.0
Audi,2014,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.0,29.0,24.5,106689.0,10668.9,Bad,32.0,12.25,European,435.46530612244896,15995.0
Toyota,2016,Other,Other,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,Yes,27.0,28.0,27.5,113889.0,14236.125,Good,84.0,7.857142857142857,Asian,517.6772727272727,26989.0
Honda,2020,Metallic,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,33633.0,8408.25,Good,84.0,6.142857142857143,Asian,391.0813953488372,30493.0
Honda,2015,Silver/Gray,Other,Front-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,50.0,45.0,47.5,75996.0,8444.0,Good,32.0,23.75,Asian,177.7684210526316,18500.0
Maserati,2016,Other,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,No,16.0,24.0,20.0,25461.0,3182.625,Potential Risk,72.0,6.666666666666667,European,159.13125,31900.0
Toyota,2014,Black,Silver/Gray,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,No,13.0,17.0,15.0,94041.0,9404.1,Good,182.4,2.631578947368421,Asian,626.9399999999999,29997.0
Volkswagen,2013,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,30.0,26.0,38437.0,3494.2727272727275,Potential Risk,32.0,13.0,European,134.39510489510488,20950.0
Lexus,2022,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2065.0,1032.5,Good,84.0,6.833189368701578,Asian,43.171641247234305,142815.0
Toyota,2021,Silver/Gray,Other,All-wheel Drive,Hybrid,2.5,I4,16.0,At least 1 accident or damage reported,Yes,Yes,40.0,37.0,38.5,45682.0,15227.333333333334,Potential Risk,40.0,15.4,Asian,395.5151515151515,30000.0
Ford,2020,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,16.0,21.0,18.5,40639.0,10159.75,Good,84.0,5.285714285714286,American,549.1756756756756,51495.0
Mercedes-Benz,2020,Black,Brown,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,32.0,27.5,22921.0,5730.25,Potential Risk,32.0,13.75,European,208.37272727272727,38997.0
Kia,2020,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,29.0,40.0,34.5,34409.0,8602.25,Good,32.0,17.25,Asian,249.34057971014494,22998.0
Buick,2019,Blue,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,26269.0,5253.8,Good,32.0,12.5,American,210.152,27487.0
Mercedes-Benz,2013,Silver/Gray,Silver/Gray,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,23.0,20.5,33005.0,3000.4545454545455,Good,84.0,5.857142857142857,European,146.36363636363637,20998.0
Audi,2014,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,18.0,28.0,23.0,50804.0,5080.4,Potential Risk,72.0,7.666666666666667,European,220.88695652173914,26920.0
RAM,2021,Red,Black,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,No,Yes,16.0,23.0,19.5,23060.0,7686.666666666667,Potential Risk,91.2,3.4210526315789473,American,394.1880341880342,37703.0
BMW,2016,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,35.0,29.0,99465.0,12433.125,Potential Risk,32.0,14.5,European,428.7284482758621,17599.0
Mercedes-Benz,2021,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,31.0,26.5,16749.0,5583.0,Good,32.0,13.25,European,210.67924528301887,53997.0
Maserati,2013,White,Red,Rear-wheel Drive,Gasoline,4.7,V8,32.0,None reported,Yes,Yes,13.0,20.0,16.5,39120.0,3556.3636363636365,Good,150.4,3.5106382978723403,European,215.53719008264463,49950.0
Honda,2015,White,Other,All-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,Yes,Yes,26.0,33.0,29.5,60266.0,6696.222222222223,Potential Risk,38.4,12.291666666666668,Asian,226.9905838041431,22995.0
Ford,2017,Blue,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,20.0,27.0,23.5,85964.0,12280.57142857143,Potential Risk,84.0,6.714285714285714,American,522.5775075987842,19985.0
Volkswagen,2022,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,24.0,21.0,7907.0,3953.5,Good,86.4,5.833333333333333,European,188.26190476190476,39900.0
Toyota,2022,Other,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,6556.0,3278.0,Good,32.0,11.958081395227762,Asian,137.0621210735439,31551.0
Toyota,2021,Silver/Gray,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,44663.0,14887.666666666666,Good,40.0,9.56646511618221,Asian,622.4939509363118,50500.0
Cadillac,2020,Black,Black,All-wheel Drive,Gasoline,4.2,V8,32.0,None reported,Yes,Yes,14.0,25.0,19.5,20511.0,5127.75,Good,134.4,4.642857142857142,American,262.96153846153845,74195.0
Cadillac,2013,White,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,26.0,22.0,181747.0,16522.454545454544,Bad,86.4,6.111111111111111,American,751.0206611570247,8995.0
Nissan,2020,Blue,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,20.0,27.0,23.5,32180.0,8045.0,Potential Risk,84.0,6.714285714285714,Asian,342.3404255319149,27991.0
Chevrolet,2022,White,Other,Rear-wheel Drive,Gasoline,4.3,V6,12.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7616.0,3808.0,Good,51.599999999999994,5.56189832336175,American,159.22286670166415,42981.0
Nissan,2017,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,No,Yes,15.0,21.0,18.0,97000.0,13857.142857142857,Potential Risk,179.2,3.2142857142857144,Asian,769.8412698412698,28000.0
RAM,2018,White,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,27266.0,4544.333333333333,Potential Risk,86.4,6.643378552904312,American,190.01097179129792,44995.0
Acura,2020,Red,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,24.0,34.0,29.0,23615.0,5903.75,Good,38.4,12.083333333333334,Asian,203.57758620689654,30750.0
Nissan,2019,Black,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,20.0,30.0,25.0,27508.0,5501.6,Potential Risk,84.0,7.142857142857143,Asian,220.064,22300.0
Volvo,2022,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,25.0,33.0,29.0,30857.0,15428.5,Good,32.0,14.5,European,532.0172413793103,34991.0
Audi,2022,Silver/Gray,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,18.0,23.0,20.5,16573.0,8286.5,Good,72.0,6.833333333333333,European,404.219512195122,66899.0
BMW,2021,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,25.0,33.0,29.0,44800.0,14933.333333333334,Potential Risk,32.0,14.5,European,514.9425287356322,36494.0
Mercedes-Benz,2022,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,19.0,25.0,22.0,2829.0,1414.5,Good,32.0,11.0,European,64.29545454545455,57984.0
Chrysler,2019,Silver/Gray,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,No,19.0,30.0,24.5,53699.0,10739.8,Bad,86.4,6.805555555555555,American,438.3591836734694,20995.0
Alfa Romeo,2019,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,28.0,25.0,24656.0,4931.2,Potential Risk,32.0,12.5,European,197.248,31499.0
Toyota,2020,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,27.0,31.0,29.0,18982.0,4745.5,Potential Risk,32.0,14.5,Asian,163.63793103448276,23891.0
Honda,2021,White,Brown,Front-wheel Drive,Hybrid,1.5,I4,16.0,None reported,Yes,Yes,51.0,45.0,48.0,55097.0,18365.666666666668,Good,24.0,32.0,Asian,382.6180555555556,27104.0
BMW,2021,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,33.0,28.0,24419.0,8139.666666666667,Good,32.0,14.0,European,290.70238095238096,32887.0
Audi,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,2.9,V6,24.0,None reported,No,Yes,17.0,26.0,21.5,39396.0,7879.2,Potential Risk,69.6,7.413793103448276,European,366.47441860465113,59995.0
Mercedes-Benz,2019,Other,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,24.0,31.0,27.5,31952.0,6390.4,Good,72.0,9.166666666666666,European,232.37818181818184,47999.0
BMW,2014,Orange,Black,Rear-wheel Drive,Gasoline,4.4,V8,32.0,At least 1 accident or damage reported,No,Yes,14.0,20.0,17.0,81679.0,8167.9,Bad,140.8,3.8636363636363633,European,480.464705882353,39995.0
RAM,2017,White,Silver/Gray,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,150339.0,21477.0,Potential Risk,86.4,6.643378552904312,American,898.0119506700738,23991.0
Audi,2022,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,21.0,30.0,25.5,2137.0,1068.5,Good,72.0,8.5,European,41.90196078431372,52995.0
Hyundai,2016,Blue,Silver/Gray,Front-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,40.0,44.0,42.0,75076.0,9384.5,Potential Risk,32.0,21.0,Asian,223.4404761904762,12827.0
Genesis,2018,White,Other,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,Yes,16.0,24.0,20.0,46917.0,7819.5,Good,160.0,4.0,Asian,390.97499999999997,35994.0
Chrysler,2020,Metallic,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,Yes,No,19.0,28.0,23.5,94321.0,23580.25,Potential Risk,86.4,6.527777777777778,American,1003.4148936170212,16499.0
Volkswagen,2013,White,Other,All-wheel Drive,Diesel,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,20.0,29.0,24.5,102197.0,9290.636363636364,Bad,72.0,8.166666666666666,European,379.20964749536176,21992.0
Cadillac,2020,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,26849.0,6712.25,Good,32.0,13.5,American,248.60185185185185,29298.0
Ford,2022,Blue,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,18.0,24.0,21.0,4094.0,2047.0,Good,72.0,7.0,American,97.47619047619048,54991.0
Nissan,2015,White,Silver/Gray,Rear-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,103790.0,11532.222222222223,Potential Risk,96.0,5.979040697613881,Asian,482.1936664030615,21999.0
Ford,2023,Silver/Gray,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,172.0,172.0,Good,160.0,4.783232558091105,American,7.1917891472390325,62800.0
Jeep,2017,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,86944.0,12420.57142857143,Good,86.4,5.972222222222222,American,577.7009966777408,22995.0
Kia,2022,White,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,11272.0,5636.0,Good,84.0,6.428571428571429,Asian,250.48888888888888,35903.0
Chevrolet,2023,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,990.0,990.0,Potential Risk,84.8,4.5124835453689665,American,41.39460032422466,82995.0
Audi,2019,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,No,23.0,34.0,28.5,38358.0,7671.6,Bad,32.0,14.25,European,269.17894736842106,32090.0
Mercedes-Benz,2018,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,No,24.0,37.0,30.5,50779.0,8463.166666666666,Potential Risk,32.0,15.25,European,277.4808743169399,24650.0
Mercedes-Benz,2019,Silver/Gray,Brown,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,15.0,20.0,17.5,15620.0,3124.0,Good,128.0,4.375,European,178.5142857142857,106167.0
Porsche,2018,Silver/Gray,Other,All-wheel Drive,Hybrid,2.9,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,37748.0,6291.333333333333,Potential Risk,69.6,8.246952686363974,European,263.05780690889435,77145.0
Porsche,2018,Metallic,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,18.0,23.0,20.5,21491.0,3581.8333333333335,Potential Risk,128.0,5.125,European,174.72357723577235,102582.0
Mercedes-Benz,2018,White,Black,Rear-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,17.0,23.0,20.0,49086.0,8181.0,Potential Risk,128.0,5.0,European,409.05,53250.0
Mercedes-Benz,2011,Black,Brown,Rear-wheel Drive,Gasoline,5.5,V8,32.0,None reported,No,No,15.0,22.0,18.5,59310.0,4562.307692307692,Potential Risk,176.0,3.3636363636363638,European,246.6112266112266,31777.0
Volvo,2013,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,Yes,17.0,23.0,20.0,101289.0,9208.09090909091,Potential Risk,72.0,6.666666666666667,European,460.4045454545454,15995.0
Kia,2023,Silver/Gray,Red,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,12392.0,12392.0,Good,25.6,14.947601744034701,Asian,518.1433204220122,30994.0
Maserati,2015,Other,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,15.0,24.0,19.5,54009.0,6001.0,Potential Risk,72.0,6.5,European,307.7435897435897,28868.0
Volvo,2022,Silver/Gray,Other,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,19824.0,9912.0,Good,32.0,11.958081395227762,European,414.4477559734493,68134.0
GMC,2021,Metallic,Other,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,19.0,17.0,47579.0,15859.666666666666,Good,84.8,3.207547169811321,American,932.921568627451,62900.0
Cadillac,2020,Metallic,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,31.0,26.0,29818.0,7454.5,Good,32.0,13.0,American,286.71153846153845,39489.0
Mercedes-Benz,2021,Other,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,20.0,25.0,22.5,17994.0,5998.0,Good,72.0,7.5,European,266.5777777777778,84750.0
Mitsubishi,2018,Red,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,23.0,29.0,26.0,57006.0,9501.0,Potential Risk,38.4,10.833333333333334,Asian,365.4230769230769,17995.0
Chevrolet,2018,Other,Black,Front-wheel Drive,Gasoline,1.5,I4,16.0,None reported,No,No,26.0,32.0,29.0,64603.0,10767.166666666666,Potential Risk,24.0,19.333333333333332,American,371.2816091954023,22339.0
Lexus,2022,Silver/Gray,Red,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,20369.0,10184.5,Good,84.0,6.833189368701578,Asian,425.84172424451117,60795.0
Nissan,2019,White,Silver/Gray,Rear-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,85631.0,17126.2,Potential Risk,96.0,5.979040697613881,Asian,716.0931354270065,26970.0
GMC,2017,Red,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,Yes,15.0,21.0,18.0,92203.0,13171.857142857143,Potential Risk,99.2,2.903225806451613,American,731.7698412698412,33900.0
Chevrolet,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,18.0,27.0,22.5,79089.0,15817.8,Good,86.4,6.25,American,703.0133333333333,29991.0
Mazda,2022,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,24.0,31.0,27.5,9284.0,4642.0,Good,40.0,11.0,Asian,168.8,30328.0
INFINITI,2023,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,10662.0,10662.0,Potential Risk,32.0,11.958081395227762,Asian,445.8073016736195,46999.0
Volkswagen,2017,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,32553.0,4650.428571428572,Good,32.0,11.958081395227762,European,194.4471030814553,23991.0
Mercedes-Benz,2017,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,19.0,22.0,20.5,78826.0,11260.857142857143,Potential Risk,72.0,6.833333333333333,European,549.3101045296168,31998.0
Toyota,2019,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,22.0,32.0,27.0,31387.0,6277.4,Potential Risk,84.0,7.714285714285714,Asian,232.4962962962963,27752.0
Lexus,2017,White,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,21.0,30.0,25.5,21821.0,3117.285714285714,Potential Risk,84.0,7.285714285714286,Asian,122.24649859943978,26998.0
INFINITI,2021,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,22.0,28.0,25.0,15110.0,5036.666666666667,Potential Risk,32.0,12.5,Asian,201.46666666666667,45700.0
Volkswagen,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,32.0,28.5,70396.0,14079.2,Good,32.0,14.25,European,494.00701754385966,22491.0
Lexus,2022,Metallic,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,22.0,32.0,27.0,7056.0,3528.0,Good,84.0,7.714285714285714,Asian,130.66666666666666,49881.0
Honda,2021,Black,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,27435.0,9145.0,Good,84.0,6.142857142857143,Asian,425.3488372093023,35446.0
Hummer,2006,White,Black,Four-wheel Drive,Gasoline,6.0,V8,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,107533.0,5974.055555555556,Bad,96.0,3.986027131742587,American,249.7915576130668,21955.0
Lincoln,2020,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,47649.0,11912.25,Good,84.0,6.833189368701578,American,498.08366435580325,64900.0
